stshortname,stname,stcode,stdate1,stdate2,stroadname,stroadcode,stcountry,stcountrycode
ЕДРОВО,ЕДРОВО,5500,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КОЧКОМА,КОЧКОМА,1200,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВЕЙМАРН,ВЕЙМАРН,7360,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СУОЯРВИ 1,СУОЯРВИ 1,2580,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
РУЧЬИ,РУЧЬИ,3810,09.02.2006,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
АФРИКАНДА,АФРИКАНДА,1560,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛАХКОЛАМЕН,ЛАХКОЛАМЕН,2650,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
НЕВА,НЕВА,3680,09.02.2006,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВЕРХНЕЧЕРКАС,ВЕРХНЕЧЕРКАСОВО,2120,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
МУРМАНСК,МУРМАНСК,1840,30.10.2008,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
НОВГОР-Н-ВЛХ,НОВГОРОД-НА-ВОЛХОВЕ,4010,20.11.2008,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
РОЩИНО,РОЩИНО,3940,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВОЙСКОВИЦЫ,ВОЙСКОВИЦЫ,7430,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛЕБЯЖЬЕ,ЛЕБЯЖЬЕ,7500,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПСКОВ-ТОВАРН,ПСКОВ-ТОВАРНЫЙ,7050,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЧАЩА,ЧАЩА,5880,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ТОРЖОК-ЮЖНЫЙ,ТОРЖОК-ЮЖНЫЙ,6900,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВЕЛИКИЕ ЛУКИ,ВЕЛИКИЕ ЛУКИ,6600,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ИДРИЦА,ИДРИЦА,6630,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛАПИНО,ЛАПИНО,7130,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
БЕЛОМОР.-ПЕР,БЕЛОМОРСК-ПЕРЕВАЛКА,1330,15.07.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ИВАНГР-НАР Э,ИВАНГОРОД-НАРВСКИЙ (ЭКСП.),7600,01.06.2001,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПЕЧ-ПСК-Э-ПЗ,ПЕЧОРЫ-ПСКОВСКИЕ (ЭКСП. НА ПИУЗУ),7710,01.06.2001,13.09.2011,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СТРОГАНОВО,СТРОГАНОВО,7240,01.01.1900,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СЕРЕБРЯНКА,СЕРЕБРЯНКА,7180,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СТРУГИ КРАС.,СТРУГИ КРАСНЫЕ,7150,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СИВЕРСКАЯ,СИВЕРСКАЯ,7250,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СЕГЕЖА,СЕГЕЖА,1180,28.07.2009,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
С-ПЕТ-ФИН-Э,САНКТ-ПЕТЕРБУРГ-ФИНЛЯНДСКИЙ (ЭКСП),3840,03.10.2013,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
МЕДВЕДЕВО,МЕДВЕДЕВО,5270,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВОЛОТ,ВОЛОТ,5650,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
АЛЕШИНКА,АЛЕШИНКА,5310,01.01.1900,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
НОВ.ДЕРЕВНЯ,НОВАЯ ДЕРЕВНЯ,3890,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
УГЛОВКА,УГЛОВКА,5330,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ШИШКОВО,ШИШКОВО,5180,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ОРЕДЕЖ,ОРЕДЕЖ,5850,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ШУШАР(ЭКС),ШУШАРЫ (ЭКСП.),3290,01.01.2009,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
АВТОВО(ПЕР),АВТОВО (ПЕРЕВ.),3540,01.01.2009,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
БАБАЕВО,БАБАЕВО,4640,20.03.2009,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
УТОРГОШ,УТОРГОШ,5810,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЦВЕТОЧНАЯ,ЦВЕТОЧНАЯ,3520,16.10.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
АВТОВО,АВТОВО,3550,16.10.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВОЛКОВСКАЯ,ВОЛКОВСКАЯ,3340,16.10.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СЕСТРОРЕЦК,СЕСТРОРЕЦК,3910,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПРИОЗЕРСК,ПРИОЗЕРСК,2300,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЗАПОЛЯРНАЯ,ЗАПОЛЯРНАЯ,1810,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
АЛЕКСАНДРОВС,АЛЕКСАНДРОВСКАЯ,3480,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СОНОЗЕРО,СОНОЗЕРО,2750,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
АВТОВО(ЭКС),АВТОВО (ЭКСП.),3560,01.01.2009,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КОСТОМУКША-П,КОСТОМУКША-ПАССАЖИРСКАЯ,2790,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
Усть-Луга-пр,Усть-Луга-перевалка,7510,13.05.2012,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПАВЛОВО-Н/НВ,ПАВЛОВО-НА-НЕВЕ,3040,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ДЕТСКОЕ СЕЛО,ДЕТСКОЕ СЕЛО,3270,01.08.2000,03.09.2013,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КРАСНОЕ СЕЛО,КРАСНОЕ СЕЛО,3430,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПЧЕВЖА,ПЧЕВЖА,4510,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СОСНОВО,СОСНОВО,3750,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
РОГАВКА,РОГАВКА,4090,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
НОВ.ПОСЕЛОК,НОВЫЙ ПОСЕЛОК,1150,05.03.2013,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ГРУЗИНО,ГРУЗИНО,3760,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ДЕДОВИЧИ,ДЕДОВИЧИ,5740,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
БУШЕВЕЦ,БУШЕВЕЦ,5280,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛОКНЯ,ЛОКНЯ,5700,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КОЛЧАНОВО,КОЛЧАНОВО,4860,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КАШИН,КАШИН,5080,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛЬНЯНАЯ,ЛЬНЯНАЯ,6400,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВОЛОСОВО,ВОЛОСОВО,7400,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СЕМРИНО,СЕМРИНО,5910,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СКАКУЛИНО,СКАКУЛИНО,6840,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПАВЛОВСК,ПАВЛОВСК,3250,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВОЛХОВСТРОЙ2,ВОЛХОВСТРОЙ2,4800,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
РЯБОВО,РЯБОВО,4250,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПЕТРОКРЕПОСТ,ПЕТРОКРЕПОСТЬ,3650,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КНЕВИЦЫ,КНЕВИЦЫ,5590,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛЫЧКОВО,ЛЫЧКОВО,5580,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЖИХАРЕВО,ЖИХАРЕВО,4840,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПАРФИНО,ПАРФИНО,5620,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ТИТАН,ТИТАН,1580,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ОЛЕНЕГОРСК,ОЛЕНЕГОРСК,1630,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КИРИЛЛОВСКОЕ,КИРИЛЛОВСКОЕ,2080,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
МАТКАСЕЛЬКЯ,МАТКАСЕЛЬКЯ,2400,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПРИГОРОДНАЯ,ПРИГОРОДНАЯ,2150,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КНЯЖАЯ,КНЯЖАЯ,1440,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КОВДОР,КОВДОР,1540,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВЕЩЕВО,ВЕЩЕВО,2110,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЧЕРЕХА,ЧЕРЕХА,7040,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
НОВОСЕЛЬЕ,НОВОСЕЛЬЕ,7120,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
МОЛОСКОВИЦЫ,МОЛОСКОВИЦЫ,7370,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КАЛИЩЕ,КАЛИЩЕ,7480,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
МАНУШКИНО,МАНУШКИНО,3050,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
МГА,МГА,3020,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ТОЛМАЧЕВО,ТОЛМАЧЕВО,7210,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПУСТЫНЬКА,ПУСТЫНЬКА,3210,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
РАДОФИННИКВО,РАДОФИННИКОВО,4100,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ТОСНО,ТОСНО,3130,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
УШАКИ,УШАКИ,3120,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КЕДРОЗЕРО,КЕДРОЗЕРО,1080,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
СУНА,СУНА,1050,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КУЗЕМА,КУЗЕМА,1350,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛУНГАЧИ,ЛУНГАЧИ,4870,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КУНЬЯ,КУНЬЯ,6580,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЭНГОЗЕРО,ЭНГОЗЕРО,1360,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПРЕДПОРТ. ЭК,ПРЕДПОРТОВАЯ (ЭКСП.),3620,04.05.2007,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КРЕСТЦЫ,КРЕСТЦЫ,5550,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ОСТАШКОВ,ОСТАШКОВ,6920,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ОПУХЛИКИ,ОПУХЛИКИ,6730,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВЫШН.ВОЛОЧЕК,ВЫШНИЙ ВОЛОЧЕК,6270,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
РЖЕВКА,РЖЕВКА,3700,09.02.2006,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
МУРМАН(ЭКС),МУРМАНСК (ЭКСП.),1850,30.10.2008,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛУЖ-П(Э)П3-Х,ЛУЖСКАЯ (ПАРОМ ЭКСП. В ПОРТЫ ТРЕТЬИХ СТ),7680,25.08.2006,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛЕДМОЗЕРО,ЛЕДМОЗЕРО,2770,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПЕНИНГА,ПЕНИНГА,2740,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КИРП.ЗАВОД,КИРПИЧНЫЙ ЗАВОД,3640,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПОДБЕРЕЗЬЕ,ПОДБЕРЕЗЬЕ,4070,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ГОРЕЛОВО,ГОРЕЛОВО,3440,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
НОВЫЕ ПЕСКИ,НОВЫЕ ПЕСКИ,2570,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КУЗНЕЧНОЕ,КУЗНЕЧНОЕ,2310,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВЕРЕВО,ВЕРЕВО,3470,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
БЕРЕЗАЙКА,БЕРЕЗАЙКА,5300,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ТЕШЕМЛЯ,ТЕШЕМЛЯ,4650,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ОКУЛОВКА,ОКУЛОВКА,5370,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КИНГИСЕПП,КИНГИСЕПП,7350,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПРУДЫ,ПРУДЫ,2210,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КОЛА,КОЛА,1700,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ТОКСОВО,ТОКСОВО,3790,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ГАВРИЛОВО,ГАВРИЛОВО,2090,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ТОРФЯНОЕ,ТОРФЯНОЕ,4220,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
РЖЕВ-БЕЛОР.,РЖЕВ-БЕЛОРУССКИЙ,6310,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
БОЛ.ВИШЕРА,БОЛЬШАЯ ВИШЕРА,4170,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПЫТАЛОВО,ПЫТАЛОВО,7790,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ЛЮБАНЬ,ЛЮБАНЬ,4240,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ТИХВИН,ТИХВИН,4750,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ПЕЧ-ПСК-Э,ПЕЧОРЫ-ПСКОВСКИЕ (ЭКСП.),7720,03.09.2011,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ИРСА,ИРСА,4210,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КАПИТОЛОВО,КАПИТОЛОВО,3800,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
БОРОДИНСКОЕ,БОРОДИНСКОЕ,2230,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
БРОНКА,БРОНКА,7530,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ШУВАЛОВО,ШУВАЛОВО,3850,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ХЕЛЮЛЯ,ХЕЛЮЛЯ,2380,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ВЫСОЦК,ВЫСОЦК,2060,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
НАЙСТЕНЪЯРВИ,НАЙСТЕНЪЯРВИ,2640,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ГРОМОВО,ГРОМОВО,2270,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
КАЛЯЗИН,КАЛЯЗИН,5050,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
ДЕРЕВЯНКА,ДЕРЕВЯНКА,4980,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
БЕЛ.МОР(ЭКС),БЕЛОЕ МОРЕ (ЭКСП.),1460,22.08.2003,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
МАЛЫШЕВО,МАЛЫШЕВО,5200,01.08.2000,01.01.3000,ОКТЯБРЬСКАЯ,1,Российская Федерация,643
